7.054604738337794370e-312,1.829300000000000000e+04,1.692100000000000000e+04,1.901400000000000000e+04,1.974800000000000000e+04,2.770600000000000000e+04,2.576600000000000000e+04,2.559700000000000000e+04,2.302500000000000000e+04,2.118300000000000000e+04,1.707800000000000000e+04,2.355700000000000000e+04,1.614600000000000000e+04,1.747400000000000000e+04,2.035100000000000000e+04,1.589000000000000000e+04,2.413200000000000000e+04,2.105400000000000000e+04,2.439800000000000000e+04,2.995000000000000000e+04,9.312000000000000000e+03,1.651200000000000000e+04,2.737800000000000000e+04,2.758300000000000000e+04,2.545800000000000000e+04,2.394100000000000000e+04,1.646100000000000000e+04,2.429700000000000000e+04,3.645900000000000000e+04,1.977000000000000000e+03,6.145000000000000000e+03,2.199800000000000000e+04,2.011300000000000000e+04,2.024200000000000000e+04,2.945900000000000000e+04,2.436300000000000000e+04,2.355900000000000000e+04,2.492600000000000000e+04,1.047900000000000000e+04,4.252400000000000000e+04,1.083500000000000000e+04,1.115100000000000000e+04,4.200800000000000000e+04,1.983500000000000000e+04,2.453300000000000000e+04,5.641000000000000000e+03,2.255700000000000000e+04,2.633100000000000000e+04,4.210800000000000000e+04,5.658000000000000000e+03,7.050417545032622856e-312
7.050418729209162808e-312,7.050417545032622856e-312,9.160000000000000000e+02,1.129000000000000000e+03,5.261000000000000000e+03,2.111000000000000000e+04,2.113400000000000000e+04,1.896800000000000000e+04,1.642900000000000000e+04,2.922900000000000000e+04,2.512400000000000000e+04,1.696200000000000000e+04,2.419200000000000000e+04,2.552100000000000000e+04,2.839800000000000000e+04,2.393700000000000000e+04,3.217900000000000000e+04,2.910000000000000000e+04,2.250200000000000000e+04,2.137700000000000000e+04,1.735800000000000000e+04,2.455800000000000000e+04,3.542500000000000000e+04,3.291100000000000000e+04,2.119400000000000000e+04,2.485100000000000000e+04,1.186700000000000000e+04,2.009100000000000000e+04,2.073100000000000000e+04,1.786900000000000000e+04,1.727300000000000000e+04,3.004500000000000000e+04,2.393300000000000000e+04,2.468600000000000000e+04,1.202000000000000000e+04,1.776800000000000000e+04,2.576400000000000000e+04,2.682000000000000000e+04,1.867600000000000000e+04,3.586400000000000000e+04,9.373000000000000000e+03,2.817500000000000000e+04,3.143200000000000000e+04,2.788100000000000000e+04,3.257900000000000000e+04,1.402700000000000000e+04,1.421600000000000000e+04,1.973500000000000000e+04,3.153200000000000000e+04,2.231000000000000000e+04,7.050418552452237352e-312
7.050407710517604005e-312,7.050418663755346047e-312,7.050418665652558127e-312,2.489000000000000000e+03,4.348000000000000000e+03,2.148200000000000000e+04,2.150500000000000000e+04,1.933900000000000000e+04,1.680000000000000000e+04,2.769100000000000000e+04,2.358600000000000000e+04,1.733300000000000000e+04,2.265400000000000000e+04,2.398300000000000000e+04,2.685900000000000000e+04,2.239900000000000000e+04,3.064100000000000000e+04,2.756200000000000000e+04,2.287300000000000000e+04,2.174800000000000000e+04,1.582000000000000000e+04,2.302000000000000000e+04,3.388600000000000000e+04,3.409200000000000000e+04,2.156500000000000000e+04,2.522200000000000000e+04,2.221500000000000000e+04,2.046300000000000000e+04,2.110200000000000000e+04,1.633000000000000000e+04,1.573500000000000000e+04,2.850700000000000000e+04,2.430400000000000000e+04,2.505700000000000000e+04,1.208000000000000000e+04,1.813900000000000000e+04,2.613500000000000000e+04,2.719100000000000000e+04,1.713800000000000000e+04,3.623500000000000000e+04,7.835000000000000000e+03,2.663700000000000000e+04,3.180400000000000000e+04,2.634300000000000000e+04,3.104100000000000000e+04,1.248900000000000000e+04,1.009700000000000000e+04,2.010700000000000000e+04,3.190400000000000000e+04,2.077100000000000000e+04,7.050417545032622856e-312
7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050409183386582136e-312,5.973000000000000000e+03,2.181200000000000000e+04,2.183500000000000000e+04,1.967000000000000000e+04,1.713100000000000000e+04,2.993100000000000000e+04,2.582600000000000000e+04,1.766300000000000000e+04,2.489400000000000000e+04,2.622300000000000000e+04,1.533300000000000000e+04,2.463900000000000000e+04,3.288100000000000000e+04,2.980200000000000000e+04,2.320300000000000000e+04,2.207900000000000000e+04,1.806000000000000000e+04,2.526000000000000000e+04,3.612600000000000000e+04,3.361200000000000000e+04,2.189600000000000000e+04,2.555300000000000000e+04,1.065600000000000000e+04,2.079300000000000000e+04,2.143300000000000000e+04,1.857000000000000000e+04,1.797500000000000000e+04,3.074700000000000000e+04,1.242800000000000000e+04,1.255700000000000000e+04,1.249600000000000000e+04,1.846900000000000000e+04,1.439600000000000000e+04,2.752200000000000000e+04,1.937800000000000000e+04,3.656500000000000000e+04,1.007500000000000000e+04,2.887700000000000000e+04,3.213400000000000000e+04,2.858300000000000000e+04,3.328100000000000000e+04,1.574800000000000000e+04,1.311900000000000000e+04,2.043700000000000000e+04,3.223400000000000000e+04,2.301100000000000000e+04,7.050409183386582136e-312
7.050418663755346047e-312,7.050409183386582136e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,2.285700000000000000e+04,2.288000000000000000e+04,2.071400000000000000e+04,1.817500000000000000e+04,3.019400000000000000e+04,2.609000000000000000e+04,1.870800000000000000e+04,2.515800000000000000e+04,2.648600000000000000e+04,2.936300000000000000e+04,2.490200000000000000e+04,3.314400000000000000e+04,3.006500000000000000e+04,2.424800000000000000e+04,2.312300000000000000e+04,1.832300000000000000e+04,2.552300000000000000e+04,3.639000000000000000e+04,3.659500000000000000e+04,2.294000000000000000e+04,2.659700000000000000e+04,2.359000000000000000e+04,2.183800000000000000e+04,1.839700000000000000e+04,1.883400000000000000e+04,1.823800000000000000e+04,3.101000000000000000e+04,2.567900000000000000e+04,2.925400000000000000e+04,1.415200000000000000e+04,1.951400000000000000e+04,2.751000000000000000e+04,2.856600000000000000e+04,1.964200000000000000e+04,3.761000000000000000e+04,1.033800000000000000e+04,2.914000000000000000e+04,2.909800000000000000e+04,2.884700000000000000e+04,3.354500000000000000e+04,1.499200000000000000e+04,6.359000000000000000e+03,2.148100000000000000e+04,2.919800000000000000e+04,2.327500000000000000e+04,7.050417545032622856e-312
7.050417545032622856e-312,7.050418552452237352e-312,7.050418665020154101e-312,7.050409231765490176e-312,7.050417545032622856e-312,7.050417545032622856e-312,8.172000000000000000e+03,7.396000000000000000e+03,2.769000000000000000e+03,2.876500000000000000e+04,2.799100000000000000e+04,1.847000000000000000e+03,2.326900000000000000e+04,2.312900000000000000e+04,1.740400000000000000e+04,2.746300000000000000e+04,3.171500000000000000e+04,2.720200000000000000e+04,1.042100000000000000e+04,6.056000000000000000e+03,2.293200000000000000e+04,1.639700000000000000e+04,1.993500000000000000e+04,1.901100000000000000e+04,9.113000000000000000e+03,1.277000000000000000e+04,1.292800000000000000e+04,8.011000000000000000e+03,2.201200000000000000e+04,2.607400000000000000e+04,2.364900000000000000e+04,2.375500000000000000e+04,1.185200000000000000e+04,1.260500000000000000e+04,7.294000000000000000e+03,6.195000000000000000e+03,1.368300000000000000e+04,1.251100000000000000e+04,2.029400000000000000e+04,1.863000000000000000e+04,2.510300000000000000e+04,3.170100000000000000e+04,2.181000000000000000e+04,1.988100000000000000e+04,3.211500000000000000e+04,2.885000000000000000e+04,2.995800000000000000e+04,7.654000000000000000e+03,2.191100000000000000e+04,2.868600000000000000e+04,7.050418665652558127e-312
7.050409183386582136e-312,7.050418552452237352e-312,7.050417545032622856e-312,7.050409525517160568e-312,7.050409186232400256e-312,7.050418552452237352e-312,7.050407710517604005e-312,1.505000000000000000e+03,4.780000000000000000e+03,2.190700000000000000e+04,1.582500000000000000e+04,6.824000000000000000e+03,1.843100000000000000e+04,1.482300000000000000e+04,1.256600000000000000e+04,2.262500000000000000e+04,2.485600000000000000e+04,1.603600000000000000e+04,2.921000000000000000e+03,6.060000000000000000e+03,1.809400000000000000e+04,1.155900000000000000e+04,1.223700000000000000e+04,9.879000000000000000e+03,8.620000000000000000e+02,5.297000000000000000e+03,8.090000000000000000e+03,2.251000000000000000e+03,2.413400000000000000e+04,2.630800000000000000e+04,1.881100000000000000e+04,1.600200000000000000e+04,7.014000000000000000e+03,7.767000000000000000e+03,1.509200000000000000e+04,2.099000000000000000e+03,6.049000000000000000e+03,4.671000000000000000e+03,1.545600000000000000e+04,2.232400000000000000e+04,2.590600000000000000e+04,2.686300000000000000e+04,2.764100000000000000e+04,1.194000000000000000e+04,2.525700000000000000e+04,2.908300000000000000e+04,3.205300000000000000e+04,2.889000000000000000e+03,2.774100000000000000e+04,2.384800000000000000e+04,7.050417545032622856e-312
7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,4.104000000000000000e+03,2.716500000000000000e+04,2.306000000000000000e+04,6.004000000000000000e+03,1.767900000000000000e+04,1.753900000000000000e+04,1.181400000000000000e+04,2.187300000000000000e+04,3.011500000000000000e+04,2.703600000000000000e+04,4.429000000000000000e+03,8.515000000000000000e+03,1.734200000000000000e+04,1.080700000000000000e+04,1.924600000000000000e+04,1.120300000000000000e+04,2.024000000000000000e+03,6.692000000000000000e+03,7.338000000000000000e+03,1.499000000000000000e+03,2.311600000000000000e+04,2.555500000000000000e+04,1.805900000000000000e+04,2.306600000000000000e+04,6.262000000000000000e+03,7.015000000000000000e+03,1.407400000000000000e+04,1.300000000000000000e+03,8.093000000000000000e+03,6.519000000000000000e+03,1.470400000000000000e+04,2.130700000000000000e+04,2.515300000000000000e+04,2.611100000000000000e+04,2.662300000000000000e+04,1.429100000000000000e+04,3.051500000000000000e+04,2.833100000000000000e+04,3.137700000000000000e+04,2.137000000000000000e+03,2.672300000000000000e+04,2.309600000000000000e+04,7.050417545032622856e-312
7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050418665336356114e-312,7.050418483836400458e-312,7.050417545032622856e-312,2.721000000000000000e+04,2.643600000000000000e+04,1.889000000000000000e+03,2.082100000000000000e+04,2.068100000000000000e+04,1.495600000000000000e+04,2.501500000000000000e+04,3.016000000000000000e+04,2.564700000000000000e+04,7.973000000000000000e+03,5.302000000000000000e+03,2.048400000000000000e+04,1.394900000000000000e+04,1.838000000000000000e+04,1.745700000000000000e+04,5.789000000000000000e+03,1.032200000000000000e+04,1.048000000000000000e+04,4.992000000000000000e+03,2.221400000000000000e+04,2.465300000000000000e+04,2.120100000000000000e+04,2.220000000000000000e+04,9.404000000000000000e+03,1.015700000000000000e+04,8.498000000000000000e+03,3.106000000000000000e+03,1.123500000000000000e+04,1.054200000000000000e+04,1.784600000000000000e+04,2.040400000000000000e+04,2.376700000000000000e+04,2.925300000000000000e+04,2.572000000000000000e+04,1.652800000000000000e+04,3.056000000000000000e+04,2.742900000000000000e+04,2.862200000000000000e+04,5.206000000000000000e+03,2.582100000000000000e+04,2.623800000000000000e+04,7.050409231765490176e-312
7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050417545032622856e-312,7.050409183386582136e-312,7.050409186232400256e-312,7.050418665652558127e-312,5.542000000000000000e+03,2.970400000000000000e+04,8.709000000000000000e+03,1.003700000000000000e+04,1.238000000000000000e+04,8.797000000000000000e+03,3.401000000000000000e+03,4.753000000000000000e+03,2.593100000000000000e+04,2.453400000000000000e+04,1.431800000000000000e+04,1.804500000000000000e+04,1.129600000000000000e+04,1.150100000000000000e+04,2.699200000000000000e+04,1.764300000000000000e+04,2.206600000000000000e+04,2.583100000000000000e+04,4.513700000000000000e+04,2.252100000000000000e+04,1.503500000000000000e+04,4.948000000000000000e+03,2.164700000000000000e+04,2.177600000000000000e+04,3.609500000000000000e+04,2.768000000000000000e+04,1.711600000000000000e+04,1.780300000000000000e+04,1.592000000000000000e+04,3.945200000000000000e+04,2.211900000000000000e+04,1.213400000000000000e+04,4.864400000000000000e+04,9.945000000000000000e+03,3.402000000000000000e+03,2.529600000000000000e+04,3.384100000000000000e+04,2.913900000000000000e+04,4.874400000000000000e+04,2.007200000000000000e+04,7.050418553400843392e-312
