seq,Lat,Lon,vin,cluster_labels
528,39.9682096,-83.0048858,61f7a86b2da2602c3316f96e2561fdbc,9
550,39.9681128,-83.0045419,61f7a86b2da2602c3316f96e2561fdbc,9
556,39.9681342,-83.0047014,61f7a86b2da2602c3316f96e2561fdbc,9
562,39.968045000000004,-83.0049797,61f7a86b2da2602c3316f96e2561fdbc,9
565,39.9686966,-83.0049714,61f7a86b2da2602c3316f96e2561fdbc,9
568,39.9680546,-83.00453780000001,61f7a86b2da2602c3316f96e2561fdbc,9
2266,40.117581200000004,-83.06761800000001,9daa0e57857a62a78932b0b2544a6d42,16
2268,40.11775479999999,-83.0669561,9daa0e57857a62a78932b0b2544a6d42,16
2271,40.1124971,-83.0733741,9daa0e57857a62a78932b0b2544a6d42,32
2275,40.1124997,-83.073382,9daa0e57857a62a78932b0b2544a6d42,32
2277,40.1175198,-83.06779350000001,9daa0e57857a62a78932b0b2544a6d42,16
2278,40.1125648,-83.0733795,9daa0e57857a62a78932b0b2544a6d42,32
2280,40.1216256,-83.09142740000001,9daa0e57857a62a78932b0b2544a6d42,17
2281,40.112511299999994,-83.07337790000001,9daa0e57857a62a78932b0b2544a6d42,32
2283,40.1176003,-83.0676318,9daa0e57857a62a78932b0b2544a6d42,16
2284,40.1125489,-83.07337340000001,9daa0e57857a62a78932b0b2544a6d42,32
2287,40.1170598,-83.05649050000001,9daa0e57857a62a78932b0b2544a6d42,73
2288,40.112517600000004,-83.0733718,9daa0e57857a62a78932b0b2544a6d42,32
2290,40.1002661,-83.1078578,9daa0e57857a62a78932b0b2544a6d42,11
0,40.1001617,-83.10811590000002,9daa0e57857a62a78932b0b2544a6d42,11
1,40.1006204,-83.1078022,9daa0e57857a62a78932b0b2544a6d42,11
3,40.100260600000006,-83.10797009999999,9daa0e57857a62a78932b0b2544a6d42,11
6,40.1125644,-83.0733758,9daa0e57857a62a78932b0b2544a6d42,32
9,40.1125526,-83.0733809,9daa0e57857a62a78932b0b2544a6d42,32
12,40.156643700000004,-83.0945099,9daa0e57857a62a78932b0b2544a6d42,51
13,40.1125637,-83.0733852,9daa0e57857a62a78932b0b2544a6d42,32
15,40.103146200000005,-83.1093942,9daa0e57857a62a78932b0b2544a6d42,11
16,40.1125234,-83.0733858,9daa0e57857a62a78932b0b2544a6d42,32
19,40.0630293,-83.04415870000001,9daa0e57857a62a78932b0b2544a6d42,23
24,40.100189,-83.11739909999999,9daa0e57857a62a78932b0b2544a6d42,19
27,40.1124388,-83.0733498,9daa0e57857a62a78932b0b2544a6d42,32
28,40.080690399999995,-82.8116814,9daa0e57857a62a78932b0b2544a6d42,64
30,40.121919500000004,-83.09080949999999,9daa0e57857a62a78932b0b2544a6d42,17
31,40.112517100000005,-83.0733802,9daa0e57857a62a78932b0b2544a6d42,32
37,40.0998652,-83.1195191,9daa0e57857a62a78932b0b2544a6d42,31
40,40.1211839,-83.0918839,9daa0e57857a62a78932b0b2544a6d42,17
43,40.1190342,-83.0899988,9daa0e57857a62a78932b0b2544a6d42,17
45,40.112390399999995,-83.07338990000001,9daa0e57857a62a78932b0b2544a6d42,32
50,40.0992437,-83.1140718,9daa0e57857a62a78932b0b2544a6d42,19
53,40.1125158,-83.07338,9daa0e57857a62a78932b0b2544a6d42,32
56,40.1123956,-83.0732407,9daa0e57857a62a78932b0b2544a6d42,32
58,40.112573499999996,-83.0733765,9daa0e57857a62a78932b0b2544a6d42,32
59,40.0624956,-83.0413267,9daa0e57857a62a78932b0b2544a6d42,23
61,40.1125658,-83.07337779999999,9daa0e57857a62a78932b0b2544a6d42,32
71,40.112567799999994,-83.0733814,9daa0e57857a62a78932b0b2544a6d42,32
74,40.1214366,-83.0919374,9daa0e57857a62a78932b0b2544a6d42,17
76,40.1125157,-83.073375,9daa0e57857a62a78932b0b2544a6d42,32
79,40.093007799999995,-83.0892524,9daa0e57857a62a78932b0b2544a6d42,13
80,40.1124599,-83.0733652,9daa0e57857a62a78932b0b2544a6d42,32
83,40.0980076,-83.08650759999999,9daa0e57857a62a78932b0b2544a6d42,13
85,40.112519,-83.07337070000001,9daa0e57857a62a78932b0b2544a6d42,32
88,40.097819,-83.08667990000001,9daa0e57857a62a78932b0b2544a6d42,13
91,40.101149299999996,-83.1213592,9daa0e57857a62a78932b0b2544a6d42,31
92,40.1124625,-83.0733455,9daa0e57857a62a78932b0b2544a6d42,32
95,40.0628778,-83.0408671,9daa0e57857a62a78932b0b2544a6d42,23
98,40.1172726,-83.0658208,9daa0e57857a62a78932b0b2544a6d42,16
101,40.1125659,-83.0733887,9daa0e57857a62a78932b0b2544a6d42,32
104,40.061023,-83.0399232,9daa0e57857a62a78932b0b2544a6d42,23
106,40.12195870000001,-83.0908,9daa0e57857a62a78932b0b2544a6d42,17
107,40.118118200000005,-83.0119496,9daa0e57857a62a78932b0b2544a6d42,38
109,40.1124593,-83.0733627,9daa0e57857a62a78932b0b2544a6d42,32
112,40.1222539,-83.0885982,9daa0e57857a62a78932b0b2544a6d42,17
113,40.1125571,-83.0733743,9daa0e57857a62a78932b0b2544a6d42,32
116,40.1125505,-83.0733906,9daa0e57857a62a78932b0b2544a6d42,32
121,40.1221304,-83.0919718,9daa0e57857a62a78932b0b2544a6d42,17
122,40.1125475,-83.0733814,9daa0e57857a62a78932b0b2544a6d42,32
125,40.112499,-83.07338299999999,9daa0e57857a62a78932b0b2544a6d42,32
647,39.989073700000006,-83.0454469,cbf42d9951cfdc92b77d68a81cac46a1,7
650,40.0283304,-83.11534240000002,cbf42d9951cfdc92b77d68a81cac46a1,25
653,39.9859113,-83.0245656,cbf42d9951cfdc92b77d68a81cac46a1,8
654,40.0206905,-83.057996,cbf42d9951cfdc92b77d68a81cac46a1,28
657,40.022856299999994,-83.05816779999999,cbf42d9951cfdc92b77d68a81cac46a1,28
659,40.0200766,-83.06064959999999,cbf42d9951cfdc92b77d68a81cac46a1,28
668,40.025574799999994,-83.0573833,cbf42d9951cfdc92b77d68a81cac46a1,45
683,40.0201076,-83.06082020000001,cbf42d9951cfdc92b77d68a81cac46a1,28
687,39.9619312,-83.0019128,cbf42d9951cfdc92b77d68a81cac46a1,9
689,39.9857569,-83.02472970000001,cbf42d9951cfdc92b77d68a81cac46a1,8
695,40.0283815,-83.11531219999999,cbf42d9951cfdc92b77d68a81cac46a1,25
720,40.0213669,-83.0595106,cbf42d9951cfdc92b77d68a81cac46a1,28
723,40.0523302,-82.923651,cbf42d9951cfdc92b77d68a81cac46a1,3
725,40.0514398,-82.9138302,cbf42d9951cfdc92b77d68a81cac46a1,1
728,40.020130200000004,-83.06065100000001,cbf42d9951cfdc92b77d68a81cac46a1,28
731,40.0206291,-83.0581877,cbf42d9951cfdc92b77d68a81cac46a1,28
732,40.0073244,-83.04894250000001,cbf42d9951cfdc92b77d68a81cac46a1,20
740,40.0206239,-83.0582339,cbf42d9951cfdc92b77d68a81cac46a1,28
742,40.0889005,-83.0938298,cbf42d9951cfdc92b77d68a81cac46a1,13
744,40.1027027,-83.1590037,cbf42d9951cfdc92b77d68a81cac46a1,10
748,40.0282472,-83.1152851,cbf42d9951cfdc92b77d68a81cac46a1,25
768,40.028426700000004,-83.1152694,cbf42d9951cfdc92b77d68a81cac46a1,25
771,39.991375500000004,-83.0429165,cbf42d9951cfdc92b77d68a81cac46a1,26
781,39.98569439999999,-83.0248072,cbf42d9951cfdc92b77d68a81cac46a1,8
783,40.007143,-83.05522059999998,cbf42d9951cfdc92b77d68a81cac46a1,20
786,40.0255751,-83.0574113,cbf42d9951cfdc92b77d68a81cac46a1,45
789,40.0053215,-83.05668390000001,cbf42d9951cfdc92b77d68a81cac46a1,20
794,40.0227434,-83.05966640000001,cbf42d9951cfdc92b77d68a81cac46a1,28
798,40.02795379999999,-83.11499140000001,cbf42d9951cfdc92b77d68a81cac46a1,25
800,40.0207342,-83.0581156,cbf42d9951cfdc92b77d68a81cac46a1,28
806,40.0282973,-83.11535359999999,cbf42d9951cfdc92b77d68a81cac46a1,25
807,40.0232965,-83.05962009999999,cbf42d9951cfdc92b77d68a81cac46a1,28
815,40.023182,-83.05985140000001,cbf42d9951cfdc92b77d68a81cac46a1,28
810,40.0256778,-83.0575176,ec1170503891e5b0d53384e94966b857,45
844,40.1075141,-83.0161598,ec1170503891e5b0d53384e94966b857,22
851,40.02086920000001,-83.0581141,ec1170503891e5b0d53384e94966b857,28
857,40.025677,-83.05749209999999,ec1170503891e5b0d53384e94966b857,45
861,40.0255412,-83.05743890000001,ec1170503891e5b0d53384e94966b857,45
864,40.0295724,-83.11589980000001,ec1170503891e5b0d53384e94966b857,25
878,40.0514924,-82.91366690000001,ec1170503891e5b0d53384e94966b857,1
883,40.0812338,-82.8139473,ec1170503891e5b0d53384e94966b857,64
892,40.0231956,-83.05943719999999,ec1170503891e5b0d53384e94966b857,28
903,40.0232605,-83.0595589,ec1170503891e5b0d53384e94966b857,28
917,40.0244135,-83.0561464,ec1170503891e5b0d53384e94966b857,45
924,40.1074191,-83.01618420000001,ec1170503891e5b0d53384e94966b857,22
929,40.0811849,-82.8140717,ec1170503891e5b0d53384e94966b857,64
942,40.025760999999996,-83.0572874,ec1170503891e5b0d53384e94966b857,45
945,40.021035100000006,-83.0586635,ec1170503891e5b0d53384e94966b857,28
950,40.107546500000005,-83.0161688,ec1170503891e5b0d53384e94966b857,22
959,40.025671700000004,-83.0574848,ec1170503891e5b0d53384e94966b857,45
965,40.0256611,-83.05752259999998,ec1170503891e5b0d53384e94966b857,45
972,40.1093539,-83.1921184,ec1170503891e5b0d53384e94966b857,18
302,40.029385999999995,-83.1161645,2e14c46563dcf129d00a9937120a0f50,25
304,39.969855700000004,-83.00572740000001,2e14c46563dcf129d00a9937120a0f50,9
306,40.0214589,-83.0600478,2e14c46563dcf129d00a9937120a0f50,28
307,40.0071453,-83.0476257,2e14c46563dcf129d00a9937120a0f50,20
313,39.984353799999994,-82.99948979999999,2e14c46563dcf129d00a9937120a0f50,33
316,40.0551123,-83.0725298,2e14c46563dcf129d00a9937120a0f50,15
318,40.053675299999995,-82.9083123,2e14c46563dcf129d00a9937120a0f50,2
319,40.0526016,-82.9167197,2e14c46563dcf129d00a9937120a0f50,1
320,40.0540064,-82.924886,2e14c46563dcf129d00a9937120a0f50,3
323,40.0189989,-83.0579978,2e14c46563dcf129d00a9937120a0f50,28
327,40.027984499999995,-83.11655209999999,2e14c46563dcf129d00a9937120a0f50,25
358,40.0284801,-83.11769050000001,2e14c46563dcf129d00a9937120a0f50,25
370,40.0273411,-83.1172383,2e14c46563dcf129d00a9937120a0f50,25
371,40.02806210000001,-83.1166046,2e14c46563dcf129d00a9937120a0f50,25
372,40.0312739,-83.1159646,2e14c46563dcf129d00a9937120a0f50,25
375,40.109793100000005,-83.1886003,2e14c46563dcf129d00a9937120a0f50,18
380,40.029387799999995,-83.1161661,2e14c46563dcf129d00a9937120a0f50,25
382,40.006088500000004,-83.0558475,2e14c46563dcf129d00a9937120a0f50,20
384,40.0214627,-83.0599563,2e14c46563dcf129d00a9937120a0f50,28
386,39.97011679999999,-83.0070857,2e14c46563dcf129d00a9937120a0f50,9
390,39.978118,-83.003276,2e14c46563dcf129d00a9937120a0f50,34
392,40.0548707,-83.0729413,2e14c46563dcf129d00a9937120a0f50,15
403,40.028063200000005,-83.1165849,2e14c46563dcf129d00a9937120a0f50,25
406,40.053445700000005,-83.06673070000001,2e14c46563dcf129d00a9937120a0f50,15
750,40.1175427,-83.0678011,b5178e531482d1d88520d0c97d15c703,16
771,40.123534899999996,-83.0908545,b5178e531482d1d88520d0c97d15c703,17
775,40.121930400000004,-83.0910649,b5178e531482d1d88520d0c97d15c703,17
777,40.121431799999996,-83.0919366,b5178e531482d1d88520d0c97d15c703,17
780,40.0555959,-83.0751339,b5178e531482d1d88520d0c97d15c703,15
784,40.094680600000004,-83.088838,b5178e531482d1d88520d0c97d15c703,13
786,40.055604200000005,-83.075124,b5178e531482d1d88520d0c97d15c703,15
789,40.122305,-83.0888318,b5178e531482d1d88520d0c97d15c703,17
793,40.0556,-83.0751865,b5178e531482d1d88520d0c97d15c703,15
799,40.062791,-83.0439126,b5178e531482d1d88520d0c97d15c703,23
801,40.061761100000005,-83.042212,b5178e531482d1d88520d0c97d15c703,23
805,40.054864,-83.0728378,b5178e531482d1d88520d0c97d15c703,15
808,40.102813700000006,-83.08974640000001,b5178e531482d1d88520d0c97d15c703,13
814,40.1500427,-82.9772544,b5178e531482d1d88520d0c97d15c703,0
817,40.054849299999994,-83.072568,b5178e531482d1d88520d0c97d15c703,15
823,40.056024900000004,-83.06805609999999,b5178e531482d1d88520d0c97d15c703,15
830,40.0899839,-83.09058990000001,b5178e531482d1d88520d0c97d15c703,13
832,40.0930131,-83.09276440000001,b5178e531482d1d88520d0c97d15c703,13
833,40.1499986,-82.9774851,b5178e531482d1d88520d0c97d15c703,0
838,40.1499125,-82.9772493,b5178e531482d1d88520d0c97d15c703,0
839,40.1220427,-83.09158659999999,b5178e531482d1d88520d0c97d15c703,17
844,40.0549526,-83.0725753,b5178e531482d1d88520d0c97d15c703,15
848,40.055615100000004,-83.07515459999999,b5178e531482d1d88520d0c97d15c703,15
851,40.055726799999995,-83.07569409999999,b5178e531482d1d88520d0c97d15c703,15
854,40.1029189,-83.08982209999999,b5178e531482d1d88520d0c97d15c703,13
856,40.1029039,-83.08982040000001,b5178e531482d1d88520d0c97d15c703,13
859,40.1219003,-83.09083100000001,b5178e531482d1d88520d0c97d15c703,17
871,40.0323591,-83.0347429,b5178e531482d1d88520d0c97d15c703,41
872,40.107343799999995,-83.0162922,b5178e531482d1d88520d0c97d15c703,22
881,40.0323595,-83.0347168,b5178e531482d1d88520d0c97d15c703,41
886,40.0324463,-83.0348801,b5178e531482d1d88520d0c97d15c703,41
890,40.0324109,-83.0350367,b5178e531482d1d88520d0c97d15c703,41
892,40.055593,-83.0751764,b5178e531482d1d88520d0c97d15c703,15
899,40.0323656,-83.0350291,b5178e531482d1d88520d0c97d15c703,41
907,40.1211846,-83.0916717,b5178e531482d1d88520d0c97d15c703,17
916,40.121728499999996,-83.0914081,b5178e531482d1d88520d0c97d15c703,17
920,40.0898631,-83.093683,b5178e531482d1d88520d0c97d15c703,13
673,40.055012100000006,-82.8667887,b5c95e922b6cb1a47572c8c4792c4603,4
679,40.0814511,-82.81559770000001,b5c95e922b6cb1a47572c8c4792c4603,64
701,39.99488710000001,-83.0183988,b5c95e922b6cb1a47572c8c4792c4603,69
738,40.0812021,-82.8154488,b5c95e922b6cb1a47572c8c4792c4603,64
755,40.0519907,-82.8623944,b5c95e922b6cb1a47572c8c4792c4603,4
756,40.052901299999995,-82.866927,b5c95e922b6cb1a47572c8c4792c4603,4
794,40.054864,-82.86675109999999,b5c95e922b6cb1a47572c8c4792c4603,4
795,40.081368,-82.81573890000001,b5c95e922b6cb1a47572c8c4792c4603,64
809,40.0534605,-82.863411,b5c95e922b6cb1a47572c8c4792c4603,4
815,40.0509535,-82.9137816,b5c95e922b6cb1a47572c8c4792c4603,1
822,40.05509779999999,-82.9081695,b5c95e922b6cb1a47572c8c4792c4603,2
849,40.0558778,-82.90747490000001,b5c95e922b6cb1a47572c8c4792c4603,2
855,40.058176200000005,-82.911843,b5c95e922b6cb1a47572c8c4792c4603,2
443,40.098856500000004,-83.1149134,dc57210fe0c5a105c964699f72ad6c61,19
446,40.110045,-83.01861600000001,dc57210fe0c5a105c964699f72ad6c61,22
447,40.109984399999995,-83.01850909999999,dc57210fe0c5a105c964699f72ad6c61,22
449,40.0986929,-83.1147253,dc57210fe0c5a105c964699f72ad6c61,19
455,40.110330700000006,-83.0202084,dc57210fe0c5a105c964699f72ad6c61,22
456,40.098751,-83.1148084,dc57210fe0c5a105c964699f72ad6c61,19
461,40.098870500000004,-83.11464029999999,dc57210fe0c5a105c964699f72ad6c61,19
464,40.1100959,-83.01863709999999,dc57210fe0c5a105c964699f72ad6c61,22
465,40.0987737,-83.1147155,dc57210fe0c5a105c964699f72ad6c61,19
468,40.0987648,-83.1147776,dc57210fe0c5a105c964699f72ad6c61,19
471,40.1100735,-83.0186215,dc57210fe0c5a105c964699f72ad6c61,22
473,40.09868779999999,-83.11472640000001,dc57210fe0c5a105c964699f72ad6c61,19
476,40.109699600000006,-83.0195539,dc57210fe0c5a105c964699f72ad6c61,22
477,40.0977406,-83.0868037,dc57210fe0c5a105c964699f72ad6c61,13
480,40.098775599999996,-83.11472640000001,dc57210fe0c5a105c964699f72ad6c61,19
484,40.110096399999996,-83.0186262,dc57210fe0c5a105c964699f72ad6c61,22
486,40.1104289,-83.01936020000001,dc57210fe0c5a105c964699f72ad6c61,22
487,40.0990601,-83.12522220000001,dc57210fe0c5a105c964699f72ad6c61,31
493,40.1102984,-83.0202188,dc57210fe0c5a105c964699f72ad6c61,22
496,40.0987027,-83.11476850000001,dc57210fe0c5a105c964699f72ad6c61,19
499,40.1081831,-83.0184183,dc57210fe0c5a105c964699f72ad6c61,22
501,40.072190899999995,-83.1369978,dc57210fe0c5a105c964699f72ad6c61,40
504,40.0988612,-83.1147457,dc57210fe0c5a105c964699f72ad6c61,19
508,40.098684999999996,-83.11475959999999,dc57210fe0c5a105c964699f72ad6c61,19
514,40.0988579,-83.11483740000001,dc57210fe0c5a105c964699f72ad6c61,19
517,40.110094000000004,-83.018633,dc57210fe0c5a105c964699f72ad6c61,22
519,40.0986783,-83.1147616,dc57210fe0c5a105c964699f72ad6c61,19
522,40.108140899999995,-83.01842959999999,dc57210fe0c5a105c964699f72ad6c61,22
525,40.0987616,-83.114717,dc57210fe0c5a105c964699f72ad6c61,19
528,40.1100649,-83.018624,dc57210fe0c5a105c964699f72ad6c61,22
529,40.0988496,-83.11485429999999,dc57210fe0c5a105c964699f72ad6c61,19
532,40.0816325,-82.81189690000001,dc57210fe0c5a105c964699f72ad6c61,64
537,40.1102893,-83.02023220000001,dc57210fe0c5a105c964699f72ad6c61,22
541,40.098656299999995,-83.1148877,dc57210fe0c5a105c964699f72ad6c61,19
547,40.0987784,-83.114723,dc57210fe0c5a105c964699f72ad6c61,19
550,40.11006810000001,-83.0186259,dc57210fe0c5a105c964699f72ad6c61,22
552,40.0986867,-83.11473070000001,dc57210fe0c5a105c964699f72ad6c61,19
555,40.107656799999994,-83.0190542,dc57210fe0c5a105c964699f72ad6c61,22
558,40.1030545,-83.1633375,dc57210fe0c5a105c964699f72ad6c61,10
559,40.0987685,-83.1147253,dc57210fe0c5a105c964699f72ad6c61,19
562,40.1100742,-83.0186184,dc57210fe0c5a105c964699f72ad6c61,22
565,40.1100785,-83.0186219,dc57210fe0c5a105c964699f72ad6c61,22
567,40.0987569,-83.1147492,dc57210fe0c5a105c964699f72ad6c61,19
573,40.1021565,-83.11013220000001,dc57210fe0c5a105c964699f72ad6c61,11
574,40.0987638,-83.11464570000001,dc57210fe0c5a105c964699f72ad6c61,19
577,40.1100699,-83.0186171,dc57210fe0c5a105c964699f72ad6c61,22
517,39.915569,-82.781949,e1fc965ab8d8091bd1162acd0f035e54,6
530,39.9155838,-82.7818859,e1fc965ab8d8091bd1162acd0f035e54,6
534,39.9154739,-82.7820304,e1fc965ab8d8091bd1162acd0f035e54,6
540,40.147286,-82.97472640000001,e1fc965ab8d8091bd1162acd0f035e54,0
547,39.915579,-82.78194599999999,e1fc965ab8d8091bd1162acd0f035e54,6
551,39.915574400000004,-82.7818571,e1fc965ab8d8091bd1162acd0f035e54,6
565,39.9155767,-82.7818584,e1fc965ab8d8091bd1162acd0f035e54,6
569,39.9154754,-82.782189,e1fc965ab8d8091bd1162acd0f035e54,6
589,39.915575,-82.7818567,e1fc965ab8d8091bd1162acd0f035e54,6
593,39.915472799999996,-82.7820551,e1fc965ab8d8091bd1162acd0f035e54,6
949,40.1091984,-83.1881897,16deccbbceff9c5aeb6ed3b7cdf02ade,18
950,40.1086069,-83.188807,16deccbbceff9c5aeb6ed3b7cdf02ade,18
968,39.9843566,-83.0045416,16deccbbceff9c5aeb6ed3b7cdf02ade,33
970,39.9809927,-83.00464079999999,16deccbbceff9c5aeb6ed3b7cdf02ade,33
971,39.9717115,-83.0056974,16deccbbceff9c5aeb6ed3b7cdf02ade,9
973,39.9812823,-83.00446290000001,16deccbbceff9c5aeb6ed3b7cdf02ade,33
976,39.9699322,-83.00219890000001,16deccbbceff9c5aeb6ed3b7cdf02ade,9
983,39.971861,-83.0034438,16deccbbceff9c5aeb6ed3b7cdf02ade,9
985,39.9718549,-83.0034475,16deccbbceff9c5aeb6ed3b7cdf02ade,9
994,40.1092884,-83.1882292,16deccbbceff9c5aeb6ed3b7cdf02ade,18
995,40.1043534,-83.163676,16deccbbceff9c5aeb6ed3b7cdf02ade,10
1012,40.063665500000006,-83.04258,16deccbbceff9c5aeb6ed3b7cdf02ade,23
1015,40.063668799999995,-83.0425786,16deccbbceff9c5aeb6ed3b7cdf02ade,23
1022,40.1091061,-83.1881526,16deccbbceff9c5aeb6ed3b7cdf02ade,18
1024,40.1028291,-83.1636441,16deccbbceff9c5aeb6ed3b7cdf02ade,10
1030,39.9720211,-83.0060043,16deccbbceff9c5aeb6ed3b7cdf02ade,9
1031,39.9847302,-83.0049557,16deccbbceff9c5aeb6ed3b7cdf02ade,33
1034,39.972458200000005,-83.0054546,16deccbbceff9c5aeb6ed3b7cdf02ade,9
1048,40.1026961,-83.1635688,16deccbbceff9c5aeb6ed3b7cdf02ade,10
1058,40.0342753,-83.1327055,16deccbbceff9c5aeb6ed3b7cdf02ade,24
1063,40.053139200000004,-83.0679094,16deccbbceff9c5aeb6ed3b7cdf02ade,15
1090,40.0558722,-83.0675397,16deccbbceff9c5aeb6ed3b7cdf02ade,15
1109,40.0733176,-83.13825809999999,16deccbbceff9c5aeb6ed3b7cdf02ade,40
1124,40.055876500000004,-83.06738370000001,16deccbbceff9c5aeb6ed3b7cdf02ade,15
578,39.9498239,-83.00120109999999,2c7b10b57c4a50a67a26f9c94f778c71,5
604,39.9799305,-83.0044498,2c7b10b57c4a50a67a26f9c94f778c71,33
620,39.98561420000001,-83.02748790000001,2c7b10b57c4a50a67a26f9c94f778c71,8
630,40.0212866,-83.05952309999999,2c7b10b57c4a50a67a26f9c94f778c71,28
645,40.0623989,-83.0925291,2c7b10b57c4a50a67a26f9c94f778c71,55
651,39.949729,-83.0011916,2c7b10b57c4a50a67a26f9c94f778c71,5
653,39.979805400000004,-83.0046681,2c7b10b57c4a50a67a26f9c94f778c71,33
660,40.0535124,-83.0683515,2c7b10b57c4a50a67a26f9c94f778c71,15
668,39.9638436,-82.9988816,2c7b10b57c4a50a67a26f9c94f778c71,9
456,40.1013807,-83.1152344,3eb344f830fedb48d027c25f83842893,19
460,40.1085098,-83.1921265,3eb344f830fedb48d027c25f83842893,18
737,40.051849100000005,-82.92307729999999,49115b055e217ca05f156354943aabc3,3
743,40.1087434,-82.9274439,49115b055e217ca05f156354943aabc3,50
758,40.11057720000001,-82.9262992,49115b055e217ca05f156354943aabc3,50
776,40.1487981,-82.97913740000001,49115b055e217ca05f156354943aabc3,0
780,40.0566089,-82.90829649999999,49115b055e217ca05f156354943aabc3,2
787,40.0537509,-82.9061073,49115b055e217ca05f156354943aabc3,2
788,40.0538059,-82.9169334,49115b055e217ca05f156354943aabc3,1
800,40.1412052,-82.9867048,49115b055e217ca05f156354943aabc3,37
830,39.930480100000004,-82.83446070000001,49115b055e217ca05f156354943aabc3,36
831,39.9303583,-82.8343302,49115b055e217ca05f156354943aabc3,36
833,39.9306675,-82.8342578,49115b055e217ca05f156354943aabc3,36
834,39.930398499999995,-82.8343101,49115b055e217ca05f156354943aabc3,36
836,39.9306779,-82.8343902,49115b055e217ca05f156354943aabc3,36
837,39.93037879999999,-82.83430329999999,49115b055e217ca05f156354943aabc3,36
839,40.0542852,-82.9189805,49115b055e217ca05f156354943aabc3,1
850,40.144237100000005,-82.947353,49115b055e217ca05f156354943aabc3,30
860,40.1411201,-82.98666180000001,49115b055e217ca05f156354943aabc3,37
309,39.9878686,-83.0284463,4d8d7238c6d12c5453ee516fbf8ca0b7,8
312,39.9876641,-83.02841550000001,4d8d7238c6d12c5453ee516fbf8ca0b7,8
315,39.8557124,-82.8309953,4d8d7238c6d12c5453ee516fbf8ca0b7,53
332,39.9878802,-83.0284418,4d8d7238c6d12c5453ee516fbf8ca0b7,8
335,39.987907299999996,-83.02844379999999,4d8d7238c6d12c5453ee516fbf8ca0b7,8
336,39.8557287,-82.8310364,4d8d7238c6d12c5453ee516fbf8ca0b7,53
339,39.987638700000005,-83.0284313,4d8d7238c6d12c5453ee516fbf8ca0b7,8
342,39.8563396,-82.8296846,4d8d7238c6d12c5453ee516fbf8ca0b7,53
348,39.987891499999996,-83.02846740000001,4d8d7238c6d12c5453ee516fbf8ca0b7,8
351,39.988115,-83.0260588,4d8d7238c6d12c5453ee516fbf8ca0b7,8
366,39.9878877,-83.0284697,4d8d7238c6d12c5453ee516fbf8ca0b7,8
368,39.8557528,-82.83133470000001,4d8d7238c6d12c5453ee516fbf8ca0b7,53
371,39.9878919,-83.028435,4d8d7238c6d12c5453ee516fbf8ca0b7,8
644,39.9946093,-83.0199315,68fe7874e875a4557bce9b72468dfc4e,69
648,39.9678063,-83.00036659999999,68fe7874e875a4557bce9b72468dfc4e,9
650,39.9944981,-83.01947109999999,68fe7874e875a4557bce9b72468dfc4e,69
651,39.9936033,-83.0185972,68fe7874e875a4557bce9b72468dfc4e,69
653,39.99347589999999,-83.0188931,68fe7874e875a4557bce9b72468dfc4e,69
654,39.994539700000004,-83.0199098,68fe7874e875a4557bce9b72468dfc4e,69
670,39.96872929999999,-83.00055479999999,68fe7874e875a4557bce9b72468dfc4e,9
682,39.968110100000004,-83.00045229999999,68fe7874e875a4557bce9b72468dfc4e,9
687,39.967926299999995,-83.0005627,68fe7874e875a4557bce9b72468dfc4e,9
714,39.9686023,-83.00064909999999,68fe7874e875a4557bce9b72468dfc4e,9
717,39.9679539,-83.00041590000001,68fe7874e875a4557bce9b72468dfc4e,9
724,39.968168299999995,-83.000626,68fe7874e875a4557bce9b72468dfc4e,9
734,40.0538269,-82.9127441,68fe7874e875a4557bce9b72468dfc4e,1
742,39.9680354,-83.00068320000001,68fe7874e875a4557bce9b72468dfc4e,9
749,39.9679494,-83.0003205,68fe7874e875a4557bce9b72468dfc4e,9
752,39.9687598,-83.0007512,68fe7874e875a4557bce9b72468dfc4e,9
755,39.9684747,-83.0009257,68fe7874e875a4557bce9b72468dfc4e,9
757,40.052333399999995,-82.86571040000001,68fe7874e875a4557bce9b72468dfc4e,4
715,39.967634499999996,-83.0088907,6ab10148c727ba1f59293537e64ab840,9
718,39.9673914,-83.0082123,6ab10148c727ba1f59293537e64ab840,9
721,39.9672312,-83.0082512,6ab10148c727ba1f59293537e64ab840,9
730,40.147880900000004,-82.9740578,6ab10148c727ba1f59293537e64ab840,0
737,39.9673114,-83.00842109999999,6ab10148c727ba1f59293537e64ab840,9
741,39.9673138,-83.0082199,6ab10148c727ba1f59293537e64ab840,9
742,39.9673459,-83.00954920000001,6ab10148c727ba1f59293537e64ab840,9
744,40.139123600000005,-82.98078079999999,6ab10148c727ba1f59293537e64ab840,37
745,40.1402028,-82.9824163,6ab10148c727ba1f59293537e64ab840,37
750,39.9676188,-83.00945899999999,6ab10148c727ba1f59293537e64ab840,9
755,39.9674967,-83.0089022,6ab10148c727ba1f59293537e64ab840,9
761,39.9676581,-83.00899629999999,6ab10148c727ba1f59293537e64ab840,9
763,39.967482200000006,-83.0090589,6ab10148c727ba1f59293537e64ab840,9
769,39.967634999999994,-83.00959250000001,6ab10148c727ba1f59293537e64ab840,9
770,40.0489043,-82.9181893,6ab10148c727ba1f59293537e64ab840,1
