seq,Lat,Lon,vin,cluster_labels
189,39.9669488,-83.0002522,621b9c5cfb2ed7d0385def227966457d,9
195,40.0522168,-82.91239499999999,621b9c5cfb2ed7d0385def227966457d,1
199,39.966936600000004,-83.000252,621b9c5cfb2ed7d0385def227966457d,9
202,39.9669425,-83.0001404,621b9c5cfb2ed7d0385def227966457d,9
205,39.966944899999994,-83.00022690000002,621b9c5cfb2ed7d0385def227966457d,9
208,39.966941999999996,-83.00024350000001,621b9c5cfb2ed7d0385def227966457d,9
215,40.050926700000005,-82.92426429999999,621b9c5cfb2ed7d0385def227966457d,3
219,39.96694,-83.00014370000001,621b9c5cfb2ed7d0385def227966457d,9
222,39.9669574,-83.00024590000001,621b9c5cfb2ed7d0385def227966457d,9
225,39.9669625,-83.00025240000001,621b9c5cfb2ed7d0385def227966457d,9
228,39.966949,-83.0002367,621b9c5cfb2ed7d0385def227966457d,9
231,39.9669407,-83.0002475,621b9c5cfb2ed7d0385def227966457d,9
182,40.0078205,-83.0532806,706ca0b8cbd7f74a8af1d6849c1b9114,20
184,39.98764310000001,-83.0281978,706ca0b8cbd7f74a8af1d6849c1b9114,8
186,40.007898700000005,-83.0531162,706ca0b8cbd7f74a8af1d6849c1b9114,20
190,40.007974299999994,-83.0531442,706ca0b8cbd7f74a8af1d6849c1b9114,20
191,40.005971200000005,-83.05221350000001,706ca0b8cbd7f74a8af1d6849c1b9114,20
193,40.00779970000001,-83.05315440000001,706ca0b8cbd7f74a8af1d6849c1b9114,20
194,39.985947700000004,-83.0449562,706ca0b8cbd7f74a8af1d6849c1b9114,7
195,39.98863060000001,-83.0437376,706ca0b8cbd7f74a8af1d6849c1b9114,7
197,40.0080664,-83.0531934,706ca0b8cbd7f74a8af1d6849c1b9114,20
199,40.0064245,-83.0520489,706ca0b8cbd7f74a8af1d6849c1b9114,20
200,40.00799,-83.053196,706ca0b8cbd7f74a8af1d6849c1b9114,20
202,40.0064273,-83.05208640000001,706ca0b8cbd7f74a8af1d6849c1b9114,20
203,40.0078008,-83.0531762,706ca0b8cbd7f74a8af1d6849c1b9114,20
205,39.9877565,-83.0282047,706ca0b8cbd7f74a8af1d6849c1b9114,8
207,40.0077912,-83.05356809999999,706ca0b8cbd7f74a8af1d6849c1b9114,20
209,40.00586989999999,-83.0519993,706ca0b8cbd7f74a8af1d6849c1b9114,20
210,40.007765,-83.0533178,706ca0b8cbd7f74a8af1d6849c1b9114,20
211,40.006428799999995,-83.0519939,706ca0b8cbd7f74a8af1d6849c1b9114,20
213,40.0077578,-83.0532329,706ca0b8cbd7f74a8af1d6849c1b9114,20
214,40.00698010000001,-83.0558714,706ca0b8cbd7f74a8af1d6849c1b9114,20
215,40.00682020000001,-83.05236040000001,706ca0b8cbd7f74a8af1d6849c1b9114,20
216,40.007989,-83.0532198,706ca0b8cbd7f74a8af1d6849c1b9114,20
218,40.0077638,-83.05316459999999,706ca0b8cbd7f74a8af1d6849c1b9114,20
223,40.0077972,-83.053296,706ca0b8cbd7f74a8af1d6849c1b9114,20
224,39.988960299999995,-83.044726,706ca0b8cbd7f74a8af1d6849c1b9114,7
225,39.9860287,-83.04497579999999,706ca0b8cbd7f74a8af1d6849c1b9114,7
227,40.0063781,-83.052061,706ca0b8cbd7f74a8af1d6849c1b9114,20
228,40.0077549,-83.0532275,706ca0b8cbd7f74a8af1d6849c1b9114,20
230,40.0059634,-83.0521338,706ca0b8cbd7f74a8af1d6849c1b9114,20
231,40.0081872,-83.0533602,706ca0b8cbd7f74a8af1d6849c1b9114,20
232,39.9889521,-83.0447313,706ca0b8cbd7f74a8af1d6849c1b9114,7
233,39.9885534,-83.04617359999999,706ca0b8cbd7f74a8af1d6849c1b9114,7
234,39.9923766,-83.025521,706ca0b8cbd7f74a8af1d6849c1b9114,35
235,40.0080097,-83.053252,706ca0b8cbd7f74a8af1d6849c1b9114,20
237,40.007821899999996,-83.0532161,706ca0b8cbd7f74a8af1d6849c1b9114,20
238,40.0064649,-83.05209,706ca0b8cbd7f74a8af1d6849c1b9114,20
240,40.0077731,-83.05321049999999,706ca0b8cbd7f74a8af1d6849c1b9114,20
242,40.0081777,-83.0532737,706ca0b8cbd7f74a8af1d6849c1b9114,20
244,40.0063409,-83.0520529,706ca0b8cbd7f74a8af1d6849c1b9114,20
245,40.007865,-83.0535119,706ca0b8cbd7f74a8af1d6849c1b9114,20
247,40.0078801,-83.0531968,706ca0b8cbd7f74a8af1d6849c1b9114,20
249,40.0063001,-83.05197159999999,706ca0b8cbd7f74a8af1d6849c1b9114,20
250,40.0079957,-83.0531972,706ca0b8cbd7f74a8af1d6849c1b9114,20
252,40.00776079999999,-83.0531363,706ca0b8cbd7f74a8af1d6849c1b9114,20
254,40.007969,-83.05323050000001,706ca0b8cbd7f74a8af1d6849c1b9114,20
818,40.0504566,-82.9196692,89207040844e12d5e384e6a35966f0f6,1
820,40.164952,-83.01699,89207040844e12d5e384e6a35966f0f6,74
870,40.054269,-82.9165843,89207040844e12d5e384e6a35966f0f6,1
872,40.0503662,-82.9196014,89207040844e12d5e384e6a35966f0f6,1
927,40.1391783,-82.9807723,89207040844e12d5e384e6a35966f0f6,37
933,40.0505027,-82.91971600000001,89207040844e12d5e384e6a35966f0f6,1
543,39.957283000000004,-83.055192,a2b3f23851166bc90059dde892c90a9e,21
544,39.962733,-83.000651,a2b3f23851166bc90059dde892c90a9e,9
545,39.964441799999996,-82.99855790000001,a2b3f23851166bc90059dde892c90a9e,9
546,39.9572615,-83.05513640000001,a2b3f23851166bc90059dde892c90a9e,21
559,39.957285999999996,-83.055185,a2b3f23851166bc90059dde892c90a9e,21
564,39.957311499999996,-83.05519509999999,a2b3f23851166bc90059dde892c90a9e,21
567,40.092825,-83.090357,a2b3f23851166bc90059dde892c90a9e,13
