cluster_labels,avg_dwell_time_hours,avg_n_hourly_arrivals,absolute_visits,unique_visits,Lat,Lon,utilization,diversity,cluster_utility,selection
4,4.3031578947368425,7.8235294117647065,133,48,40.10118649022557,-83.10834184661653,33.66588235294118,0.3609022556390977,12.150092879256967,1.0
13,4.431410256410256,1.2941176470588236,22,19,40.096610981818195,-83.09255573181818,5.734766214177979,0.8636363636363636,4.952752639517345,1.0
16,2.566326530612245,2.411764705882353,41,30,40.10335288780487,-83.16315310975611,6.18937575030012,0.7317073170731707,4.528811524609844,1.0
26,9.46111111111111,1.4705882352941178,25,20,40.056314140000005,-82.908210556,13.913398692810457,0.8,11.130718954248366,1.0
31,6.122685185185185,1.7058823529411764,29,14,40.09914254482759,-83.11419452758622,10.444580610021786,0.4827586206896552,5.042211328976035,1.0
