,Lat,Lon,cluster_labels
3891,39.9459341,-82.97250179999999,10
3892,39.9267807,-82.91831009999999,-1
3893,39.9881398,-83.06842209999999,-1
3894,39.9459403,-82.9725088,10
3895,39.943222600000006,-82.81853570000001,-1
3896,39.9459412,-82.9724995,10
3897,39.9702557,-82.9562296,-1
3898,39.9459543,-82.97251379999999,10
3899,39.9433794,-82.81921290000001,-1
3900,39.9553062,-82.8284914,-1
3901,39.9975313,-82.8846863,-1
3902,40.0072749,-82.9400574,-1
3903,39.9459453,-82.9725311,10
3904,39.9567743,-82.95531559999999,-1
3905,39.9881492,-83.0684306,-1
3906,39.968703600000005,-82.75696020000001,-1
3907,39.9459368,-82.97250820000001,10
3908,39.9882833,-83.0684646,-1
3909,39.9459431,-82.9725062,10
3910,40.0072896,-82.9400656,-1
3911,40.007301299999995,-82.9400574,-1
3912,39.9704449,-82.95649559999998,-1
3913,39.9573485,-82.9322272,-1
3914,39.945936200000006,-82.9725153,10
3915,39.9459458,-82.97250749999999,10
3916,39.944978799999994,-82.9892921,-1
3917,39.9439679,-82.9832779,-1
3918,39.9459403,-82.9725159,10
3919,39.9459338,-82.97251109999999,10
3920,40.041621,-82.8641613,-1
3921,39.946018200000005,-82.9724172,10
3922,39.9459509,-82.9725062,10
3923,40.007223700000004,-82.94006800000001,-1
3969,39.9984046,-83.0320527,-1
3970,39.984847200000004,-83.0272308,16
3971,39.9824875,-83.00297309999999,-1
3972,40.0170369,-83.05175440000001,-1
3973,39.982513399999995,-83.0029698,-1
3974,40.0363338,-83.03410629999999,11
3975,39.9824961,-83.002962,-1
3976,39.9972249,-83.02695899999999,-1
3977,39.9824998,-83.0029804,-1
3978,40.036480700000006,-83.0339772,11
3979,40.0170727,-83.0517213,-1
3980,40.006662799999994,-83.0520824,39
3981,39.9803224,-83.00367390000001,-1
3982,39.9824934,-83.0029264,-1
3983,40.0170531,-83.05170940000001,-1
3984,39.9824945,-83.0029711,-1
3985,39.9983966,-83.03188929999999,-1
3986,39.982513899999994,-83.00293959999999,-1
3987,39.9849551,-83.03601429999999,-1
3988,39.9824923,-83.0029566,-1
3989,40.0638891,-83.04533570000001,-1
3990,39.9825018,-83.0029768,-1
3991,39.981700200000006,-83.0047181,-1
3992,39.982487799999994,-83.00295390000001,-1
3993,40.036384000000005,-83.0340152,11
3994,39.9824919,-83.00298640000001,-1
3995,39.998397100000005,-83.03198090000001,-1
3996,39.9824954,-83.0029752,-1
3997,40.1013989,-83.1852365,-1
3998,40.101289799999996,-83.1844434,-1
3999,39.9824977,-83.0029636,-1
4000,40.0363489,-83.03406729999999,11
4001,40.0301132,-83.03665190000001,51
4002,39.9824955,-83.00297420000001,-1
4003,39.9867435,-83.025242,77
4763,39.8815761,-83.0497451,-1
4764,39.981545000000004,-82.997713,-1
4765,39.959631200000004,-82.99980579999999,-1
4766,39.9815488,-82.99771700000001,-1
4767,39.986127,-82.98675300000001,-1
4768,40.11558839999999,-83.00647959999999,-1
4769,39.981528999999995,-82.99770799999999,-1
5235,40.096906,-83.0932127,12
5236,40.0890326,-83.09376590000001,-1
5237,40.109567299999995,-83.19147149999999,13
5241,40.1006028,-83.1152989,-1
5310,40.0544607,-82.8938798,-1
5311,40.090458500000004,-82.7958939,-1
5312,39.9760545,-82.7855983,-1
5313,40.0546057,-82.8939973,-1
5314,39.9555231,-82.80210059999999,-1
5315,39.9760523,-82.7855876,-1
5316,39.9760556,-82.78559849999999,-1
5317,40.054475599999996,-82.8938568,-1
5318,39.984665299999996,-82.7917015,-1
5319,39.937788899999994,-82.78236390000001,-1
5320,39.9760583,-82.7855875,-1
5321,40.0544644,-82.8938835,-1
5322,39.986561,-82.7847943,-1
5323,39.976057399999995,-82.785619,-1
5324,40.0543265,-82.89422950000001,-1
5325,39.9746167,-82.7894794,-1
5365,39.919230999999996,-82.885312,-1
5366,39.930076,-82.835495,14
5367,39.9300414,-82.8354679,14
5368,40.0503857,-82.8555243,-1
5369,40.146719899999994,-82.9812727,-1
5370,40.040864,-82.86430949999999,-1
5371,40.050444399999996,-82.8555135,-1
5372,39.921080100000005,-82.8304646,-1
5373,39.9303,-82.8343908,14
5374,40.0504414,-82.8555068,-1
5375,40.180248,-83.02471,-1
5376,40.0548615,-82.88521779999999,-1
5377,40.0558653,-82.88379570000001,-1
5378,40.0503847,-82.8555303,-1
5440,40.1280024,-83.1936495,-1
5441,40.1057248,-82.82723359999999,-1
5442,40.1281884,-83.1938268,-1
5443,40.132099600000004,-82.8856148,-1
5444,40.1057081,-82.8272356,-1
5445,40.0935781,-82.8238838,-1
5446,40.1057061,-82.82722629999999,-1
5447,40.088958500000004,-82.8249537,-1
5448,40.105712200000006,-82.8272178,-1
5449,40.0935345,-82.9244098,-1
5450,40.096812400000005,-82.8171447,-1
5451,40.1057154,-82.82722209999999,-1
5452,40.1279792,-83.1936407,-1
5453,40.1324701,-82.8849964,-1
5454,40.1057152,-82.8272147,-1
5455,40.1279631,-83.1936566,-1
5456,40.10571029999999,-82.827237,-1
5457,40.151071200000004,-82.8962677,-1
5458,40.105726399999995,-82.8272286,-1
5459,40.109312200000005,-83.1881621,6
5460,40.1279832,-83.1936462,-1
5461,40.1009069,-82.8261291,-1
5462,40.1320748,-82.8856854,-1
5463,40.105712200000006,-82.8272287,-1
5464,40.1187214,-83.19038470000001,-1
5770,39.8238479,-82.8070635,-1
5771,39.8520513,-82.780884,-1
5772,39.8530992,-82.7860433,-1
5773,39.851083100000004,-82.7809617,-1
5774,39.823845,-82.80708259999999,-1
5785,40.0242799,-83.0492487,-1
5786,40.0888487,-82.9405872,-1
5787,40.0738666,-82.9581183,-1
5788,40.0352477,-82.913374,-1
5789,40.0738303,-82.9580959,-1
5790,40.0554903,-82.9125807,-1
5791,40.073826000000004,-82.95809320000001,-1
5792,40.0242777,-83.0471667,-1
5793,40.073826700000005,-82.9581065,-1
5794,40.0352674,-82.9137469,-1
5795,40.0583159,-82.911778,-1
5796,40.035226,-82.91343409999999,-1
5797,40.0738106,-82.9580907,-1
5798,40.03526420000001,-82.91337779999999,-1
5799,40.0738196,-82.958106,-1
5800,40.0352617,-82.9133718,-1
5801,40.058569899999995,-82.9154475,-1
5802,40.0738164,-82.95809859999999,-1
5803,40.0352648,-82.91375550000001,-1
5804,40.0532126,-82.8632235,-1
5805,40.041585,-82.8639395,-1
5806,40.0489945,-82.86491269999999,-1
5807,40.0350949,-82.9134385,-1
5808,40.0596831,-82.96736259999999,-1
5809,40.073818100000004,-82.958113,-1
5904,40.06714960000001,-82.8359154,-1
5905,40.019233,-82.89242469999999,-1
5906,39.9711189,-82.96245019999999,-1
5907,40.0671429,-82.8359163,-1
5908,39.9708946,-82.9622039,-1
5909,40.0671412,-82.8359219,-1
5910,40.0607659,-82.861438,-1
5911,40.058814700000006,-82.86269890000001,-1
5912,40.0516784,-82.8627328,-1
5913,40.067138799999995,-82.8359159,-1
5914,40.0888104,-82.82495440000001,-1
5915,40.067179100000004,-82.8358413,-1
5949,40.1000265,-83.1074322,3
5950,40.099961,-83.1075512,3
5951,40.1000085,-83.1075617,3
5952,40.0999845,-83.1075767,3
5953,40.1034073,-83.16321490000001,15
5954,40.1026864,-83.1609173,-1
5955,40.146622799999996,-83.1666213,-1
5956,40.1660508,-83.1686807,-1
5957,40.1644453,-83.1754526,-1
5958,40.2019903,-83.1200906,-1
5959,40.1857612,-83.1412238,-1
5960,40.1361287,-83.0177758,-1
5961,40.105427500000005,-83.1591209,-1
5962,40.1032314,-83.1632852,15
5963,40.1660843,-83.1687793,-1
5964,40.139102799999996,-83.1264934,-1
6234,39.875505,-82.8666691,-1
6235,39.9878213,-83.15300409999999,-1
6236,39.986230299999995,-83.15289270000001,-1
6237,39.949672,-83.0012941,45
6238,39.8962454,-82.8839891,-1
6239,39.8754761,-82.86670140000001,-1
6240,40.1099705,-83.1579339,-1
6241,39.8754986,-82.8666681,-1
6242,40.048790000000004,-82.91338449999999,-1
6243,39.8973681,-82.8829573,-1
6244,39.8755175,-82.8666418,-1
6245,39.875476,-82.8667105,-1
6246,39.9828956,-82.8217808,-1
6247,39.9810554,-82.8213147,-1
6248,39.9813718,-82.82154609999999,-1
6249,39.936966,-82.78412829999999,-1
6250,39.8754559,-82.8667459,-1
6251,39.8536391,-82.8992997,-1
6252,39.8754776,-82.8666874,-1
6253,39.8531562,-82.8257572,-1
6254,39.8532961,-82.8244366,-1
6255,39.85635,-82.8260527,-1
6256,39.8754983,-82.86667309999999,-1
6258,39.875497499999994,-82.86668399999999,-1
6321,40.148008700000005,-82.9633248,-1
6322,40.096677500000006,-82.79087390000001,-1
6323,40.0210568,-82.86524320000001,-1
6324,40.0966396,-82.7908463,-1
6325,40.0952117,-82.8256338,-1
6326,40.0967315,-82.7908355,-1
6327,40.0925955,-82.8413707,-1
6431,39.9602416,-82.9899655,-1
6432,39.970631,-83.0033255,-1
6440,40.0798894,-82.84843240000001,-1
6441,40.0997901,-82.885976,-1
6442,40.050698700000005,-82.92444559999998,80
6443,40.0525258,-82.9224323,-1
6444,40.09977979999999,-82.88597259999999,-1
6445,40.0055275,-82.9178083,-1
6446,40.0997783,-82.8859476,-1
6511,39.970442299999995,-83.0501364,-1
6513,39.970309,-83.049984,-1
6514,39.9887515,-83.0411687,30
6515,39.970535999999996,-83.05010970000001,-1
6516,39.952069,-83.00318299999999,69
6517,39.97041779999999,-83.0498131,-1
6518,39.9854864,-83.0281442,16
6519,39.95240510000001,-83.0027135,69
6523,40.1580456,-83.234235,-1
6524,39.9518653,-83.0028498,69
6526,39.952119,-83.00305,69
6529,39.9704,-83.049798,-1
6534,39.970256,-83.04984300000001,-1
7241,40.1441993,-82.9794425,-1
7244,40.1440859,-82.9797109,-1
7245,40.140411,-82.975635,-1
7247,40.050175700000004,-82.92199509999999,-1
7248,40.0488648,-82.9172208,-1
7249,40.0550875,-82.9070141,25
7250,40.102628499999994,-83.1565599,17
7253,40.092591999999996,-83.12973199999999,-1
7254,40.1102065,-83.084411,-1
7255,40.100032399999996,-83.10762390000001,3
7349,39.994455,-83.164935,-1
7350,40.1445086,-82.9473735,-1
7351,40.137623,-82.948734,-1
7352,40.101285600000004,-83.16395990000001,-1
7353,40.101283,-83.16392459999999,-1
7354,39.9940391,-83.16261309999999,-1
7355,40.026656,-83.160371,-1
7356,39.987753999999995,-83.149239,-1
7357,39.9940898,-83.162635,-1
7358,40.1030431,-83.1630767,15
7359,40.101252,-83.163899,-1
7360,40.002483000000005,-83.1547902,-1
7361,40.0022718,-83.15544129999999,-1
7362,39.9940301,-83.16265990000001,-1
7363,40.1377089,-82.9487372,-1
7364,40.026686,-83.160371,-1
7365,40.101252,-83.163921,-1
7366,39.9940604,-83.1626463,-1
7367,40.1377492,-82.9487681,-1
7368,40.0266813,-83.1604531,-1
7369,39.9940229,-83.1626431,-1
7370,40.1448011,-82.9474225,-1
7371,40.137704,-82.948741,-1
7372,40.1012527,-83.1638882,-1
7373,39.995108,-83.16556,-1
7374,40.144605,-82.947292,-1
7375,40.1377917,-82.9487687,-1
7376,40.1238742,-82.97255179999999,-1
7812,40.133622100000004,-83.1988928,-1
7814,40.1018641,-83.1086421,3
7820,40.10273170000001,-83.109254,3
7822,40.102675899999994,-83.1094077,3
7823,40.099275799999994,-83.1241963,-1
7934,40.1028434,-83.15872809999999,-1
7935,40.0906703,-83.12689509999998,-1
8084,40.0321239,-83.1397238,-1
8085,40.054352200000004,-83.1453551,-1
8086,40.1560867,-83.1150722,-1
8087,40.0543229,-83.14533940000001,-1
8088,40.1101516,-83.1885118,6
8089,40.1087631,-83.191935,13
8090,40.0555483,-83.14510179999999,-1
8091,40.1094567,-83.19203809999999,13
8092,40.117636700000006,-83.0934932,-1
8093,40.1202417,-83.09168199999999,31
8094,40.1029133,-83.1569773,17
8095,40.109547,-83.192148,13
8096,40.054312,-83.1453445,-1
8097,40.0517149,-83.13560629999999,-1
8098,40.054319799999995,-83.1453521,-1
8099,40.062666899999996,-83.0944086,-1
8100,40.0383019,-82.91591820000001,-1
8101,40.0516851,-83.1357108,-1
8102,40.0543055,-83.1453511,-1
8103,40.051725299999994,-83.1355618,-1
8104,40.0543302,-83.1453448,-1
8105,40.038802399999994,-82.91493359999998,-1
8106,40.0516972,-83.1357135,-1
8107,40.054328399999996,-83.1453547,-1
8108,40.0112831,-83.028337,-1
8109,40.0096912,-83.0274353,-1
8110,40.0543203,-83.1453505,-1
8111,40.051793100000005,-83.13559709999998,-1
8112,40.035781,-83.1319974,-1
8113,40.038465,-82.9166742,-1
8114,40.1175386,-83.0934657,-1
8115,40.054340100000005,-83.1453585,-1
8116,40.0388226,-82.9150505,-1
8117,40.1175766,-83.093402,-1
8330,40.147568,-82.922039,-1
8331,40.1234646,-82.94761940000001,-1
8334,40.0503385,-82.9233875,80
8502,40.0143631,-82.8658085,-1
8503,40.0800565,-82.9426468,-1
8504,40.080163,-82.9426715,-1
8505,40.084785,-82.89618929999999,-1
8506,40.0800624,-82.94262629999999,-1
8507,40.0633465,-83.0942376,-1
8508,40.0903255,-83.0905862,18
8509,40.09291279999999,-82.9242908,-1
8510,40.0800652,-82.94264390000001,-1
8511,40.0772077,-82.94241550000001,-1
8512,40.0800739,-82.94268509999999,-1
8513,40.0851727,-82.9796067,-1
8514,40.0635309,-83.0939896,-1
8515,40.085953100000005,-82.9796123,-1
8516,40.0800586,-82.9426244,-1
8517,40.085359499999996,-82.89669620000001,-1
8518,40.108821500000005,-82.92724220000001,-1
8519,40.0989623,-82.95046459999999,-1
8520,40.0851778,-82.97959990000001,-1
8521,40.080058,-82.942605,-1
8522,40.074913200000005,-82.9411839,-1
8523,40.080062100000006,-82.9426938,-1
8524,40.0851828,-82.9795811,-1
8656,40.1099624,-82.9072463,-1
9250,40.1036279,-83.12725290000002,-1
9251,40.1033936,-83.1096005,3
9252,40.1035656,-83.1271443,-1
9253,40.1028565,-83.16378590000001,15
9254,40.1515403,-83.14730420000001,-1
9255,40.008242200000005,-83.1600708,-1
9256,40.1033949,-83.127002,-1
9257,40.1076696,-83.0197319,-1
9258,40.1324852,-83.0174473,-1
9259,40.0082395,-83.1600322,-1
9260,40.0718047,-83.13219659999999,-1
9261,40.053862200000005,-83.10795949999999,-1
9262,40.008244899999994,-83.16007409999999,-1
9263,40.0312356,-83.13846109999999,-1
9264,40.104145700000004,-83.1262205,-1
9265,40.003686200000004,-83.13954009999999,-1
9266,40.008233399999995,-83.16003459999999,-1
9267,40.106077299999995,-83.0042712,-1
9268,40.0082411,-83.1601022,-1
9269,40.1035653,-83.1271497,-1
9270,40.0628959,-83.1729036,-1
9271,40.0082379,-83.1600925,-1
9272,40.103640999999996,-83.12721490000001,-1
9273,40.0082399,-83.16002440000001,-1
9274,40.1059694,-83.004549,-1
9275,40.0082435,-83.1600829,-1
9309,40.04899279999999,-82.9187881,-1
9572,39.935907,-83.098896,-1
9573,39.935826299999995,-83.09888640000001,-1
9574,39.850059,-83.06944399999999,-1
9578,39.8500604,-83.0694458,-1
9579,39.9358685,-83.0988849,-1
9580,39.9358766,-83.098895,-1
9581,39.850055700000006,-83.06944200000001,-1
9582,39.935807000000004,-83.098897,-1
9583,39.940093299999994,-83.11185520000001,-1
9584,39.935831,-83.09889,-1
9585,39.85004910000001,-83.0694594,-1
9586,39.987339,-82.899906,-1
9587,39.841294,-83.0743338,19
9588,39.8500661,-83.0694303,-1
9589,39.987315,-82.89985240000001,-1
9590,39.841248900000004,-83.07430009999999,19
9591,39.8500655,-83.06944859999999,-1
9592,39.8415247,-83.07426729999999,19
10011,40.1732907,-82.8928717,-1
10012,40.0752641,-83.0193019,-1
10013,40.0639684,-83.0162026,-1
10014,40.172767799999995,-82.89278890000001,-1
10015,40.1435849,-82.92435970000001,-1
10016,40.1491677,-82.9741879,-1
10017,40.1459885,-82.9225097,-1
10018,40.1732659,-82.892909,-1
10019,40.1039386,-82.83298470000001,-1
10020,40.1478398,-82.9242405,-1
10021,40.149508700000005,-82.9257521,-1
10022,40.1732662,-82.8928769,-1
10023,40.100817600000006,-82.8901753,-1
10024,40.173257899999996,-82.8928968,-1
10025,40.184703999999996,-82.9445197,-1
10026,40.1456211,-82.98862629999999,-1
10027,40.1449614,-82.98447259999999,-1
10028,40.165049200000006,-83.0169281,-1
10029,40.1098268,-82.9234235,-1
10030,40.1103517,-82.92392790000001,-1
10031,40.1525271,-82.895122,-1
10032,40.1732705,-82.89287709999999,-1
10033,40.1715429,-82.8981475,-1
10034,40.1733128,-82.89264229999999,-1
10035,40.1484028,-82.91971140000001,-1
10036,40.1443145,-82.96209920000001,-1
10037,40.1496479,-82.9770957,1
10038,40.1257544,-82.931611,-1
10039,40.17326679999999,-82.8928984,-1
10040,40.056318299999994,-82.92006049999999,-1
10041,40.0551862,-82.9126354,-1
10042,40.0537908,-82.9063298,20
10043,40.056420700000004,-82.9092807,25
10044,40.17326920000001,-82.8928804,-1
10045,40.0839106,-82.9266778,-1
10046,40.1732503,-82.8928724,-1
10047,40.0995452,-82.88960809999999,-1
10048,40.099418299999996,-82.8900624,-1
10049,40.1732669,-82.8928801,-1
10050,40.109791200000004,-82.9366354,-1
10051,40.1104219,-82.9242615,-1
10052,40.1732724,-82.89288640000001,-1
10152,40.105237,-83.166722,-1
10153,39.8773244,-83.0623792,-1
10154,39.87810379999999,-83.06322540000001,-1
10156,39.8414954,-83.0736806,19
10157,39.839419,-83.07436700000001,19
10158,39.8802059,-83.0407327,-1
10159,39.876248100000005,-83.0377245,-1
10164,40.105007,-83.161011,-1
10165,40.030373499999996,-83.11185440000001,-1
10166,39.839529,-83.073308,-1
10167,39.877435999999996,-83.062584,-1
10620,39.84402120000001,-82.8293178,-1
10621,39.9878686,-83.0284463,-1
10622,39.8400244,-82.8246861,-1
10623,39.9876641,-83.02841550000001,-1
10624,39.9276773,-82.92575699999999,-1
10625,39.8557124,-82.8309953,-1
10626,39.840005600000005,-82.82461550000001,-1
10629,39.8532365,-82.82354079999999,-1
10630,39.840031700000004,-82.8246631,-1
10631,39.9984836,-83.1175808,-1
10632,39.839999799999994,-82.8246856,-1
10633,39.9778445,-83.1013064,-1
10634,39.9985089,-83.11757940000001,-1
10635,39.8400153,-82.8246793,-1
10636,39.9878802,-83.0284418,-1
10996,40.10737879999999,-83.08027690000002,-1
10997,39.9800255,-82.99532640000001,-1
10998,39.99301079999999,-83.0431665,21
10999,39.9797177,-82.9945903,-1
11000,40.1074094,-83.0802772,-1
11001,39.9883067,-83.0260992,77
11002,39.9800114,-82.99530909999999,-1
11003,40.1073499,-83.080493,-1
11004,39.9800159,-82.9953228,-1
11005,39.9929651,-83.0432438,21
11006,39.9800343,-82.99531409999999,-1
